Name,Office,Address,Telephone,,,,
COPLEY CLARK & BENNETT,HO,36 Grove RoadSM1 1BS,020 8643 7221,information@copleyclark.co.uk, 020 8643 5265, http//www.copleyclark.co.uk,45489
COPLEY CLARK & BENNETT,BRN,Pathtrace HouseSM7 2NL,01737 362131,information@copleyclark.co.uk, 01737 363101, http//www.copleyclark.co.uk,45490
COPLEYS,HO,8-10 Market HillPE27 5AW,01480 464515,legal@copleys-stives.co.uk, 01480 467171,,45494
COPLEYS,BRN,28 High StreetPE29 3TH,01480 456191,legal@copleys-huntingdon.co.uk, 01480 412751, http//www.copleys.net,45495
CORBETT & CO INTERNATIONAL CONSTRUCTION LAWYERS LIMITED,HO,George HouseTW11 8DG,020 8614 6200,mail@corbett.co.uk, 020 8614 6222, http//www.corbett.co.uk,471935
CORMAC T CAWLEY & CO,HO,21 Lime CloseE1W 2QP,0207 702 2654,cormaccawley@yahoo.co.uk, 0207 481 1486, http//www.wappinglaw.com,465433
CORNERSTONES SOLICITORS LIMITED,HO,76 Wood StreetE17 3HX,0208 5206330,info@cornerstones-solicitors.co.uk, 0208 5096930, http//www.cornerstones-solicitors.co.uk,444777
CORNFIELD LAW LLP,HO,47 Cornfield RoadBN21 4QN,01323 412512,aboard@cornfieldlaw.co.uk, 01323 411611, http//www.cornfieldlaw.co.uk,383647
CORPORATE BLUE,HO,55 Chorley New RoadBL1 4QR,01204  399 966,pjb@corporateblue.co.uk, 01204 365 030, http//www.corporateblue.co.uk,407009
COSTERTONS,HO,Manor ChambersSM1 4AQ,020 8661 1411,lawyers@costertonslaw.com, 020 8661 2967, http//www.costertonslaw.com,68504
COTTERHILL HITCHMAN LLP,HO,Arthur HouseB75 5BL,0121 323 1860,mail@cotterhillhitchman.co.uk, 0121 323 1865, http//www.cotterhillhitchman.co.uk,353376
COTTRILL STONE LAWLESS,HO,International HouseM3 2ER,0161 835 3681,lawyers@cottrills.co.uk, 0161 833 0556, http//www.cottrills.co.uk,45543
COUCHMANS LLP,HO,20-22 Bedford RowWC1R 4EB,020 7611 9660,enquiries@couchmanharrington.com, 020 7611 9661, http//www.couchmanharrington.com,518888
COUPE BRADBURY,HO,Chapel HouseFY8 5ES,01253 730211,lytham@coupe.bradbury.com, 01253 794108, http//www.coupe-bradbury.com,66943
COUPE BRADBURY,BRN,48 Poulton StreetPR4 2AH,01772 683000,kirkham@coupe-bradbury.com, 01772 685060, http//www.coupe.bradbury.com,66944
COUPLAND CAVENDISH SOLICITORS,HO,1st Floor Lancashire HouseOL1 3AN,0161 652 5689,kieran.scott@couplandkavendish.co.uk, 0161 622 0505,,469569
COUSINS BUSINESS LAW,HO,PO Box 11543B13 0ZL,0121 778 3212,gary.cousins@business-lawfirm.co.uk, 0121 275 6155, http//www.business-lawfirm.co.uk,485128
COVINGTON & BURLING LLP,HO,265 StrandWC2R 1BH,020 7067 2000,operations@sra.org.uk, 020 7067 2222, http//www.cov.com,77071
COWELLS SOLICITORS,HO,Wolfelands HouseTN16 1RQ,01959 563420,operations@sra.org.uk, 01959 565354, http//www.cowells-solicitors.com,465953
COWLE SMART,HO,29 Leckhampton RoadGL53 0AZ,01242 222744,operations@sra.org.uk, 01242 584518,,516683
COWLEY DI GIORGIO,HO,63 Harpur StreetMK40 2SR,01234 218171,reception@cowleydigiorgio.co.uk, 01234 327632, http//www.cowleydigiorgio.co.uk,60780
COWLING HODGSON,HO,Bryslan HouseGU51 3PE,01252 613411,enquiries@cowling-hodgson.o.uk, 01252 811256, http//www.cowling-hodgson.co.uk,419727
COX COOPER LIMITED,HO,Cambrai CourtB28 9AA,0121 777 0015,law@coxcooper.co.uk, 0121 325 5400, http//www.coxcooper.co.uk,465528
COX RODERICK LLP,HO,1a Station RoadBH14 8UA,01202 746090,southcoast@coxroderick.com, 01202 234658, http//www.coxroderick.com,520574
COX RODERICK LLP,BRN,16 Old TownSW4 0JY,020 7819 4262,london@coxroderick.com, 020 8082 5028, http//www.coxroderick.com,522341
COYLE WHITE DEVINE,HO,Boughton Business ParkHP6 6GL,08450 945 945,operations@sra.org.uk, 08450 945 995, http//www.cwd-law.com,408466
COYLE WHITE DEVINE,BRN,Central CourtWC2A 1AL,020 3043 8555,operations@sra.org.uk, 020 3043 8889, http//www.cwd-law.com,439773
COZEN O'CONNOR LLP,HO,9th FloorEC3M 5DJ,020 7864 2000,operations@sra.org.uk, 020 7864 2013, http//www.cozen.com,426734
COZENS MOXON & HARTS,HO,24 The CausewayTW11 0HD,020 8977 4424,teddington@cmhlaw.co.uk, 020 8977 5116, http//www.cmhlaw.co.uk,71391
COZENS-HARDY LLP,HO,Castle ChambersNR1 3DP,01603 625231,lawyers@cozens-hardy.com, 01603 627160, http//www.cozens-hardy.com,462075
CRAMER PELMONT,HO,8 Middle LaneN8 8PL,020 8340 0091,pcramer@cramerpelmont.com, 020 8341 5552,,67174
CRAMER PELMONT,BRN,33 Cavendish SquareW1G 0PW,0207 1824039,operations@sra.org.uk,, http//www.cramerpelmont.co.uk,513301
CRAMP & CO,HO,The White HouseBN21 4LR,01323 720581,sheilacramp@crampandco.com, 01323 721329,,51257
CRAMPTON PYM & LEWIS,HO,The PoplarsSY11 1PR,01691 653301,operations@sra.org.uk, 01691 658699,,45647
CRANE & STAPLES,HO,Longcroft HouseAL8 6TU,01707 329333,law@crane-staples.co.uk, 01707 331194, http//www.crane-staples.co.uk,45651
CRANE & WALTON,BRN,113  115 & 117 London RoadLE2 0RG,0116 255 1901,enquires@craneandwalton.com, 0116 255 5864, http//www.craneandwalton.com,45656
CRANELAW NOMINEES,HO,4 More London RiversideSE1 2AU,020 7379 0000,info@lg-legal.com, 020 7379 6854, http//www.lg-legal.com,79759
CRAWFORD,HO,Chance MeadTN15 0AG,01732 760 911,operations@sra.org.uk, 01732 763 808,,520436
CRAWFORD SOLICITORS,HO,Aradco HouseW1T 6PH,0845 000 9500,cec@crawfordsolicitors.com, 0845 345 6699, http//www.crawfordssolicitors.com,420716
CRELLINS CARTER,HO,111 Queens RoadKT13 9UW,01932 858833,admin@crellinscarter.co.uk, 01932 857249, http//www.crellinscarter.co.uk,460606
CRESSING CONSULTING LIMITED,HO,47 Wycombe RoadHP27 0EE,01844 345439,l.davies@cressingconsultinglimited.co.uk, 01844 344230,,473257
CRESSWELL & CO,HO,Lloyds Bank ChambersW4 1NP,0208 742 0070,acresswell@cresswell-law.co.uk, 0208 742 0080,,77873
CRIPPS HARRIES HALL LLP,HO,Wallside HouseTN1 1EG,01892 515 121,reception@crippslaw.com, 01892 544878, http//www.crippslaw.com,420623
CRIPPS HARRIES HALL LLP,BRN,53 Chandos PlaceWC2N 4HS,0207 930 7879,reception@crippslaw.com,, http//www.crippslaw.com,420628
CROFTONS SOLICITORS LLP,HO,The LexiconM2 5FA,0161 214 6180,info@croftons.co.uk, 0161 839 1743, http//www.croftons-solicitors.co.uk,508041
CROMBIE WILKINSON,HO,19 Clifford StreetYO1 9RJ,01904 624185,york@crombiewilkinson.co.uk, 01904 623078, http//www.crombiewilkinson.co.uk,45731
CROMBIE WILKINSON,BRN,6 Park StreetYO8 4PW,01757 708957,selby@crombiewilkinson.co.uk, 01757 210343, http//www.crombiewilkinson.co.uk,45734
CROMBIE WILKINSON,BRN,Forsyth HouseYO17 7LR,01653 600070,malton@crombiewilkinson.co.uk, 01653 600049, http//www.crombiewilkinson.co.uk,205003
CRONINS,HO,Rosedale HouseTW9 2SZ,020 8939 9010,gcronin@cronins-law.co.uk, 020 8332 0301, http//www.cronins-law.co.uk,444225
CROOKESLAW SOLICITORS,BRN,Suite 3TN18 5ED,01580 754884,crookeslaw@aol.com, 01580 754884,,427663
CROSSE & CROSSE INCORP CHARLES HOPE & CO,HO,13-15 Southernhay WestEX1 1PL,1392258451,mail@crosse.co.uk,1392278938, http//www.crosse.co.uk,45764
CROSSE WYATT VERNEY AYRE,HO,7 East StreetEX36 3BX,01769 572157,enquiries@crosswyatt-solicitors.co.uk, 01769 573457, http//www.crossewyatt-solicitors.co.uk,45766
CROSSLAND,HO,173 Curie AvenueOX11 0QG,01235 838606,beverley@crosslandsolicitors.com, 01235 838501, http//www.crosslandsolicitors.com,484403
CROSSMANS MTA SOLICITORS LLP,HO,5 St. Andrews StreetCB2 3AZ,01223 362414,info@crossmansmta.com, 01223 322475,,497343
CROWELL & MORING,HO,11 Pilgrim StreetEC4V 6RN,+44 (0) 20 7413 0011,pkiernan@crowell.com, +44 (0) 20 7413 0333, http//www.crowell.com,73848
CROWN LEGAL CONSULTANCY LTD,HO,12 Langham BarnsCO4 5ZS,01206 273499,nayna.patel@crownlaw.co.uk, 01206 272934,,492929
CRUMPLINS,HO,142 Gloucester AvenueNW1 8JA,020 7483 0282,operations@sra.org.uk, 020 7483 0257,,74080
CRUTES LLP,HO,Great North HouseNE1 8ND,0191 233 9700,operations@sra.org.uk, 0191 233 9701, http//www.crutes.co.uk,437681
CRUTES LLP,BRN,Crutes HouseTS17 6EN,01642 623400,operations@sra.org.uk, 01642 623401, http//www.crutes.co.uk,437683
CRUTES LLP,BRN,13 Castle StreetCA3 8SY,01228 525195,operations@sra.org.uk, 01228 525620, http//www.crutes.co.uk,437684
CS2 LAWYERS LIMITED,HO,Millennium WayS41 8ND,01246 266666,jps@cs2lawyers.com, 0844 856 0685, http//www.cs2lawyers.com,466097
CS2 LAWYERS LIMITED,BRN,Matrix HouseRG21 4FF,01256 337831,ahh@cs2lawyers.com, 0844 856 0685, http//www.cs2lawyers.com,492030
CUBISM LIMITED,HO,116-118 Chancery LaneWC2A 1PP,020 7831 0101,contact@cubismlaw.com, 020 7831 0001, http//www.cubismlaw.com,426622
CULLIMORE DUTTON,HO,FriarsCH1 1XS,01244 356789,info@cullimoredutton.co.uk, 01244 312582, http//www.cullimoredutton.co.uk,499864
CULLIMORE DUTTON,BRN,16 White FriarsCH1 1NZ,01244 356789,info@cullimoredutton.co.uk, 01244 351513, http//www.cullimoredutton.co.uk,499865
CUMBERLAND ELLIS LLP,HO,Atrium CourtWC1R 4QR,020 7242 0422,contact@cumberlandellis.com, 020 7831 9081, http//www.cumberlandellis.com,423951
CUNNINGHAM BLAKE SOLICITORS,HO,3 Tranquil ValeSE3 0BU,020 8463 0071,KC@CBSolicitors.com, 020 8852 5115, http//www.cbsolicitors.com,63168
CUNNINGHAM BLAKE SOLICITORS,BRN,81 Lewisham High StreetSE13 5JX,020 8463 9800,mb@cbsolicitor.com, 020 8463 9808,,282554
CUNNINGTONS,HO,Great SquareCM7 1UD,01376 326868,info@cunningtons.co.uk, 01376 550003, http//www.cunningtons.co.uk,45834
CUNNINGTONS,BRN,13 London RoadSS12 0AW,01268 732268,operations@sra.org.uk, 01268 732274, http//www.cunningtons.co.uk,45838
CUNNINGTONS,BRN,Northampton HouseB91 3AP,0121 705 6868,operations@sra.org.uk, 0121 705 9800, http//www.cunningtons.co.uk,45846
CUNNINGTONS,BRN,131 Cranbrook RoadIG1 4PU,020 8553 0002,operations@sra.org.uk, 020 8553 1003, http//www.cunningtons.co.uk,45847
CUNNINGTONS,BRN,Toronto HouseCR0 1BF,020 8688 8446,operations@sra.org.uk, 020 8686 2147, http//www.cunningtons.co.uk,45848
CUNNINGTONS,BRN,2 Tofts WalkCM7 1JU,01376 567275,info@cunningtons.co.uk, 01376 335301, http//www.cunningtons.co.uk,191237
CUNNINGTONS,BRN,Watsons ChambersS1 2GH,0114 228 6448,operations@sra.org.uk, 0114 228 6558, http//www.cunningtons.co.uk,301487
CURRY POPECK,HO,87 Wimpole StreetW1G 9RL,020 7224 6633,cpinfo@currypopeck.com, 020 7935 4042, http//www.currypopeck.com,71176
CURRY POPECK,BRN,380 Kenton RoadHA3 8DP,020 8907 2000,cpinfo@currypopeck.com, 0208 927 0499, http//www.currypopeck.com,71177
CURTIS,HO,87-89 Mutley PlainPL4 6JJ,01752 204444,admin@curtissolicitor.co.uk, 01752 600582, http//www.curtissolicitors.co.uk,69935
CURTIS DAVIS GARRARD LLP,HO,Waterview HouseUB11 1AU,020 8734 2800,cdg@cdg.co.uk, 020 8734 2820, http//www.cdg.co.uk,439491
CURTIS PARKINSON,HO,Castle HeightsNG1 6BJ,0115 931 7000,law@curtisparkinson.com, 0115 931 7002, http//www.curtisparkinson.com,45864
CURTIS PARKINSON,BRN,96 Main StreetNG6 8ET,0115 931 7000,law@curtisparkinson.com, 0115 9317003, http//www.curtisparkinson.com,45865
CURTIS PARKINSON,BRN,160 Southchurch DriveNG11 8AD,0115 931 7000,law@curtisparkinson.com, 0115 931 7004, http//www.curtisparkinson.com,201003
CURTIS TURNER & DRUKKER LIMITED,HO,Mitre HouseEC4Y 1BN,0207 353 1770,admin@ctdlaw.co.uk, 0207 353 1771, http//www.ctdlaw.co.uk,419777
CURWENS LLP,HO,Crossfield HouseEN2 7HT,0208 363 4444,operations@sra.org.uk, 0208 367 1301, http//www.curwens.co.uk,521123
CURWENS LLP,BRN,College HouseEN8 9BL,01992 631 461,operations@sra.org.uk, 01992 639 332, http//www.curwens.co.uk,523357
CURWENS LLP,BRN,Estate HouseEN11 8SX,01992 463 727,operations@sra.org.uk, 01992 708874, http//www.curwens.co.uk,523358
CURWENS LLP,BRN,17 High StreetSG8 9AA,01763 241 261,operations@sra.org.uk, 01763 241 850,,523361
CURZON HOUSE TRUSTEES LIMITED,BRN,Bull WharfBS1 6QR,1173218000,operations@sra.org.uk,1173218000, http//www.ashfords.co.uk,407940
CUTHBERTSONS,HO,3 Stanley StreetNE24 2BS,01670 352121,cuthbertsons.blyth@tiscali.co.uk, 01670 355951,,45881
CUTLER BUTTERY SOLICITORS,HO,50 Summer HillB63 3BU,0121 550 0010,najcutler@aol.com, 0121 550 0040, http//www.cutlerbuttery.com,439603
CVS SOLICITORS LLP,HO,17 Albemarle StreetW1S 4HP,020 7493 2903,pm@cvs-law.co.uk, 020 7493 3877, http//www.cvs-law.co.uk,401143
CW LAW SOLICITORS LIMITED,HO,3rd Floor  Bull WharfBS1 6QR,0117 917 1800,operations@sra.org.uk, 0117 925 1825, http//www.cwlaw.co.uk,423113
CW&C NO 2 NOMINEES,HO,Blackbrook GateTA1 2PG,01823 442266,operations@sra.org.uk,,,302583
CW&C NO 2 NOMINEES,BRN,138 Edmund StreetB3 2ES,,operations@sra.org.uk,,,466450
CW&C NO.2 NOMINEES,BRN,Burlington HouseSO30 2DF,,operations@sra.org.uk,,,384974
CWC NOMINEES,HO,Blackbrook GateTA1 2PG,0845 209 1000,operations@sra.org.uk, 0845 209 2004,,79144
CWC NOMINEES,BRN,1 Georges SquareBS1 6BA,0845 209 1000,operations@sra.org.uk, 0845 209 2002,,384074
CWC NOMINEES,BRN,Burlington HouseSO30 2DF,0845 209 1000,operations@sra.org.uk, 0845 209 2003,,384077
CWC NOMINEES,BRN,138 Edmund StreetB3 2ES,0845 209 1000,operations@sra.org.uk, 0845 209 2001,,442617
CYRIL MORRIS ARKWRIGHT,HO,Churchgate HouseBL1 1HS,01204 535261,info@cma-law.co.uk, 01204 363354, http//www.cma-law.co.uk,52503
D BOOT LIMITED,HO,4 Babington LaneDE1 1SU,01332 364436,legal@timms-law.com,, http//www.timms-law.com,380546
D J QUELCH,HO,Orchard HouseRH13 8AL,01403 865096,operations@sra.org.uk, 01403 864022,,203818
D P R H D LIMITED,HO,78-80 Whitby RoadCH65 0AA,0151 355 6699,mark.brown@dprobertshd.co.uk, 0151 357 2023, http//www.dprobertshd.co.uk,511935
D P R H D LIMITED,BRN,1 Hamilton SquareCH41 6AU,0151 647 6000,operations@sra.org.uk, 0151 647 9000, http//www.dprobertshd.co.uk,513118
D R BAKER SOLICITOR,HO,13 The Vision CentreIP32 7AB,01284 764600,drb@bakerlaw.co.uk, 01284 764600,,345324
D R SCEATS - SOLICITOR,HO,Flat 3 Manor CourtKT6 4SH,020 8399 5457,mail@drsceats-solicitor.co.uk, 0871 9896093, http//www.DRSceats-solicitor.co.uk,184774
D R SHERIDAN & CO,HO,106 High StreetWD23 3DE,020 8950 6768,drs@sheridan.org.uk, 020 8950 7005, http//www.sheridan.org.uk,62737
D. J. PAGETT-WRIGHT LIMITED,HO,80-81 WoodgateLE11 2XE,01509 217 770,d.pagett-wright@moss-solicitors.co.uk, 01509 233 698, http//www.moss-solicitors.co.uk,522078
DAKERS GREEN BRETT,HO,Captains HouseME4 4UF,01634 304 000,info@dgblaw.co.uk, 01634 304 440, http//www.dgblaw.co.uk,46698
DAKERS MARRIOTT SOLICITORS,HO,Quayside ChambersME1 1DA,01634 813 300,mail@dakersmarriott.co.uk, 01634 813 344, http//www.dakersmarriott.co.uk,363120
DAKERS MARRIOTT SOLICITORS,BRN,352 High StreetME1 1DJ,01634  817700,mail@dakersmarriott.co.uk, 01634 817722, http//www.dakersmarriott.co.uk,427714
DAKERS SOLICITORS,HO,11 Queens PlaceBN1 4JY,01273 571685,info@dslaw.co.uk, 01273 676323, http//www.dakerslaw.com,49488
DALE & NEWBERY,HO,Clarence HouseTW18 4SY,01784 464491,info@daleandnewbery.co.uk, 01784 463004, http//www.daleandnewbery.co.uk,49494
DALE AND DALE,HO,3 Threshers YardOX7 6YF,0845 603 1573,mpc@ddlaw.co.uk, 0845 603 1574, http//www.ddlaw.co.uk,288703
DALE AND DALE,BRN,45 Welbeck StreetW1G 8DZ,0845 6031573,operations@sra.org.uk, 0845 603 1574,,330543
DALE LANGLEY & CO,HO,60 Lombard StreetEC3V 9EA,020 7464 8433,enquiries@dalelangley.co.uk, 020 7464 8659, http//www.dalelangley.co.uk,325036
DALE LANGLEY & CO,BRN,29th Floor  1 Canada SquareE14 5DY,020 7 464 8433,michaelscutt@dalelangley.co.uk, 020 7464 8659, http//www.dalelangley.co.uk,448685
DALE LANGLEY SOLICITORS (INDIVIDUAL LAW PRACTICE),HO,60 Lombard StreetEC3V 9EA,0207 464 8433,dale.lan@btinternet.com, 0207 464 8659,,382051
DALE STEVENS LLP,HO,123 Cannon StreetEC4N 5AU,0207 929 3897,law@dalestevens.com, 0207 929 3170, http//www.dalestevens.com,406774
DALE STEVENS LLP,BRN,10 Victoria StreetIP11 7ER,,operations@sra.org.uk,,,427331
DALLAS & CO,HO,Old LodgeRG8 7NU,0118 976 7500,irenedallas1@aol.com, 0118 984 1815, http//www.dallasandcosolicitors.com,381929
DANIEL CURRY & CO,HO,46 High StreetCR0 1YB,020 8680 2188,curryddc@aol.com, 020 8688 8278,,63546
DANIEL MILLER,HO,16 Hildenlea PlaceBR2 0YH,020 8460 3247,dmillersolicitor@aol.com,,,488356
DANSONS,HO,1a Danson RoadDA6 8HA,0208 304 4717,mail@dansons-law.co.uk, 0208 298 7643, http//www.dansons-law.co.uk,518986
DARBYS SOLICITORS LLP,HO,52 New Inn Hall StreetOX1 2DN,01865 811700,info@darbys.co.uk, 01865 811777, http//www.darbys.co.uk,448914
DARLINGTON HARDCASTLES,HO,28 Church StreetWD3 1DD,01923 774272,howardschneider@dhsolicitors.co.uk, 01923 721177, http//www.dhsolicitors.co.uk,49544
DARLINGTONS,HO,48 High StreetHA8 7EQ,020 8951 6666,enquiries@darlingtons.com, 020 8951 6665, http//www.darlingtons.com,67874
DASS SOLICITORS,HO,The Old Doctors SurgeryB3 3QE,0121 248 4000,law@dass-solicitors.com, 0121 248 4020,,263609
DASS SOLICITORS,BRN,Millbank TowerSW1P 4QP,0207 802 5040,law@dass-solicitors.com, 0207 802 5044,,363751
DAVENPORT LAW LIMITED,HO,23 Margerison CrescentLS29 8QZ,01943 608226,kd@davenport-law.co.uk, 01943 608226,,516128
DAVENPORT LYONS,HO,30 Old Burlington StreetW1S 3NL,020 7468 2600,dl@davenportlyons.com, 0207 437 8216, http//www.davenportlyons.com,49564
DAVID AULD & CO,HO,22A Newgate StreetNE61 1BA,01670 505844,lynn.auld@david-auld.co.uk, 01670 505848,,74364
DAVID BURROWS,HO,20 Park RowBS1 5LJ,0117 929 4848,enquiries@dbfamilylaw.co.uk, 0117 927 3353, http//www.dbfamilylaw.co.uk,70507
DAVID C PARTRIDGE LIMITED,HO,18 Rectory PlaceLE11 1UU,01509 268 931,operations@sra.org.uk, 01509 610 217,,498215
DAVID COLLINS SOLICITORS LIMITED,HO,21 SedgegarthLS14 3LB,0113 289 2530,davidjmcollins@fsmail.net, 0113 201 7192,,517295
DAVID DOWNTON & COMPANY,HO,Harefield ChambersMK19 7BB,01908 563030,law@daviddowntonlaw.com, 01908 565252, http//www.daviddowntonlaw.com,221289
DAVID DURN & CO SOLICITORS,HO,262-270 Field End RoadHA4 9NB,020 8429 2929,info@daviddurn.co.uk, 020 8429 2624, http//www.daviddurn.co.uk/,460510
DAVID GIBSON LIMITED,HO,Great North HouseNE1 8ND,0191 233 9700,info@crutes.co.uk, 0191 233 9704, http//www.crutes.co.uk,446329
DAVID GIST SOLICITORS,HO,21-23 Clare StreetBS1 1XA,0117 927 9111,info@davidgist.co.uk, 0117 927 9101, http//www.davidgist.co.uk,47955
DAVID GOODMAN & CO,HO,34-35 Newman StreetW1T 1PZ,020 7323 3369,operations@sra.org.uk, 020 7636 7368,,68220
DAVID ISAACS,HO,1 Berkshire RoadRG9 1ND,01491 577130,davidi@davislaw.fsnet.co.uk, 01491 413873,,74123
DAVID JEACOCK,HO,41 Church StreetSN4 7BQ,01793 854111,jeacock@lineone.net, 01793 853600,,51918
DAVID LAWS - SOLICITORS,HO,25 The RoyalNR2 4SF,01603 501335,davidlaws-solicitors@live.com,,,498020
DAVID LEIGH-HUNT,HO,Bedford HouseCV32 5DT,01926 427400,info@davidleigh-hunt-solicitors.co.uk, 01926 335133, http//www.lawyers4birmingham.com,209697
DAVID PHILLIPS & PARTNERS,HO,202 Stanley RoadL20 3EP,0151 922 5525,info@dpp-law.com, 0151 922 8298, http//www.dpp-law.com,73353
DAVID PHILLIPS & PARTNERS,BRN,268 Stanley RoadL20 3ER,0151 933 5525,info@dpp-law.com, 0151 922 3784, http//www.dpp-law.com,73355
DAVID PHILLIPS & PARTNERS,BRN,72 Wimpole StreetW1G 9RP,020 7486 5525,info@dpp-law.com, 020 7486 5526, http//www.dpp-law.com,193361
DAVID PHILLIPS & PARTNERS,BRN,Second FloorL2 0NB,0151 236 3331,info@dpp-law.com, 0151 236 4447, http//www.dpp-law.com,303430
DAVID PHILLIPS & PARTNERS,BRN,319a High RoadRM6 6AX,020 8597 5557,info@dpp-law.com, 020 8599 3435, http//www.dpp-law.com,404778
DAVID PHILLIPS & PARTNERS,BRN,1st FloorBB9 7JS,01282 606 443,info@dpp-law.com, 01282 606 443, http//www.dpp-law.com,441456
DAVID PHILLIPS & PARTNERS,BRN,130 High StreetHA3 7AL,020 8861 3800,info@dpp-law.com, 020 8861 3332, http//www.dpp-law.com,451001
DAVID PHILLIPS & PARTNERS,BRN,120 Cornwall BuildingsB3 3QR,0844 845 5525,info@dpp-law.com, 0121 222 4164, http//www.dpp-law.com,465526
DAVID PHILLIPS & PARTNERS,BRN,219A  Block PSE18 6PF,020 8597 5557,info@dpp-law.com, 020 8599 3435, http//www.dpp.law.com,497338
DAVID PHILLIPS & PARTNERS (INCORPORATING AZIZ PHILLIPS),BRN,5A High LaneM21 9DJ,O161 860 7354,info@dpp-law.com, 0161 862 9580, http//www.dpp-law.com,403572
DAVID PORTER & CO,HO,29 Bishop LaneHU1 1PA,01482 325863,enquiries@dp-solicitors.co.uk, 01482 217642, http//www.dp-solicitors.co.uk,57691
DAVID ROBERTS & COMPANY,HO,96-98 Victoria RoadCH45 2JF,0151 639 9595,reception@davidroberts.co.uk, 0151 639 1434, http//www.davidroberts.co.uk,312423
DAVID SMALL,HO,Crown PassageRG17 0NF,01488 680701,david@dagsmail.co.uk, 01488 681063, http//www.dagsmall.co.uk,469437
DAVID STINSON & CO,HO,Ditton LodgeME20 6DB,01622 711300,djs@davidstinson.co.uk, 01622 711306, http//www.davidstinson.co.uk,299785
DAVID T LEIGH LIMITED,HO,18 Rectory PlaceLE11 1UU,01509 268 931,operations@sra.org.uk, 01509 610 217,,498207
DAVID TAGG & CO,HO,119 Harwood RoadSW6 4QL,0207 7360999,enquiries@davidtagg.co.uk, 0207 7360207, http//www.davidtagg.co.uk,282005
DAVID TAGG & CO,BRN,130-132 New Kings RoadSW6 4LZ,020 7610 6676,enquiries@davidtagg.co.uk, 020 7610 6461, http//www.davidtagg.co.uk,389195
DAVID VAUGHAN-BIRCH LIMITED,HO,Cleggs SolicitorsNG11 7DD,0115 9775877,mail@cleggssolicitors.com, 0115 9775888, http//www.cleggssolicitors.com,468978
DAVID VLAHOS SOLICITORS,HO,64 KnightsbridgeSW1X 7JF,020 7590 3175,david@davidvlahos.co.uk, 020 7590 9601, http//www.davidvlahos.co.uk,510940
DAVID WYLD & CO,HO,Fleet HouseEC4V 6AL,+44 (0) 20 7583 7920,david@davidwyld.co.uk, +44 (0) 020 7583 7921, http//www.davidwyld.co.uk,364767
DAVIDSON LARGE LLP,HO,Royal HouseHG1 1EP,01423 727272,rdavidson@davidsonlarge.com, 01423 727200, http//www.davidsonlarge.com,422432
DAVIDSON WEBBER LEGAL SERVICES LIMITED,HO,Royal HouseHG1 1EP,01423 727272,RMD@davidsonwebber.com, 01423 727200, http//www.davidsonwebber.com,324571
DAVIES & CO,HO,31 Beaumont RoadB30 2EA,0121 288 4022,davieslaw@virginmedia.com,,,350950
DAVIES & COMPANY,HO,Central HouseSK1 3TA,0161 355 5500,philipd@dcsolicitors.com, 0161 355 5515, http//www.dcsolicitors.com,271713
DAVIES & DAVIES ASSOCIATES LIMITED,HO,4 Beadnell CloseOX16 9AQ,0800 840 4025,enquiries@daviesanddavies.net, 0800 840 4026, http//www.daviesanddavies.net,472797
DAVIES & DAVIES ASSOCIATES LIMITED,BRN,14 Anning StreetEC2A 3LQ,0800 840 4025,enquiries@daviesanddavies.net, 0800 840 4026, http//www.daviesanddavies.net,498809
DAVIES AND PARTNERS,HO,Rowan HouseGL4 3RT,01452 612345,operations@sra.org.uk, 01452 611922, http//www.daviesandpartners.com,68156
DAVIES AND PARTNERS,BRN,135 Aztec WestBS32 4UB,01454  619619,operations@sra.org.uk, 01454 619696, http//www.daviesandpartners.com,68158
DAVIES AND PARTNERS,BRN,Latham HouseB1 2AJ,0121 616 4450,operations@sra.org.uk, 0121 643 3928, http//www.daviesandpartners.com,68159
DAVIES ARNOLD COOPER LATIN LIMITED,HO,6-8 Bouverie StreetEC4Y 8DD,0207 936 2222,daclon@dac.co.uk, 0207 936 2020, http//www.dac.co.uk,509919
DAVIES ARNOLD COOPER LLP,HO,6-8 Bouverie StreetEC4Y 8DD,0207 936 2222,DACLON@DAC.CO.UK, 0207 936 2020, http//www.dac.co.uk,488319
