Name,Office,Address,Telephone,,,,,
MARK S WILSON LIMITED,HO,C/O Cartwright KingNG1 2LH,0115 958 7444,,ck@cartwrightking.co.uk, 0115 958 8666,: http://www.cartwrightking.co.uk,486675
MARK THOMPSON SOLICITOR,HO,16 Euston CloseIP33 3PY,01842 766 353,,m_thompson_03@yahoo.co.uk, 01842 766 353,,387539
MARRIOTT HARRISON,HO,Staple CourtWC1V 7QH,0207 209 2000,,email@marriottharrison.co.uk, 0207 209 2001,: http://www.marriottharrison.com,61100
MARTIN GROVES SOLICITORS,HO,16 Cross StreetCV32 4PX,01926 629007,,mg@martingrovesolicitors.co.uk, 01926 882759,,442431
MARTIN MURRAY & ASSOCIATES,HO,152-156 High StreetUB7 7BE,01753 551313,,operations@sra.org.uk,1753552237,: http://www.mmasolicitors.co.uk,76029
MARTIN MURRAY & ASSOCIATES,BRN,31 Castle StreetRG1 7SB,0118 9508577,,operations@sra.org.uk, 0118 9509151,: http://www.mmasolicitors.co.uk,223522
MARTIN MURRAY & ASSOCIATES,BRN,1 The PavilionSL1 3QD,01753 551313,,operations@sra.org.uk, 01753 552237,: http://www.mmasolicitors.co.uk,346643
MARY MONSON SOLICITORS LIMITED,HO,87 Chorley RoadM27 4AA,0161 794 0088,,info@marymonson.co.uk, 0161 794 5333,: http://www.marymonson.co.uk,465457
MARY MONSON SOLICITORS LIMITED,BRN,Rooms 8-12  2nd FloorB4 6RG,0121 535 0012,,info@marymonson.co.uk, 0121 233 2860,: http://www.marymonson.co.uk,533550
MASSEYS LLP,HO,Hillgate HouseEC4M 7QH,020 7634 9595,,seanupson@masseyslaw.co.uk, 020 7329 4057,: http://www.masseyslaw.co.uk,405986
MATTHEW ARNOLD & BALDWIN LLP,HO,21 Station RoadWD17 1HT,01923 202020,,info@mablaw.co.uk, 01923 215050,: http://www.mablaw.co.uk,508037
MATTHEW ARNOLD & BALDWIN LLP,BRN,401 Grafton Gate EastMK9 1AQ,01908 687 880,,info@mablaw.co.uk, 01908 687 881,: http://www.mablaw.co.uk,510136
MATTHEW ARNOLD & BALDWIN LLP,BRN,85 Fleet StreetEC4Y 1AE,0207 936 4600,,info@mablaw.co.uk, 0207 842 3300,: http://www.mablaw.co.uk,510137
MATTHEW O SMITH LIMITED,HO,C/O Cartwright KingNG1 2LJ,0115 958 7444,,ck@cartwrightking.co.uk, 0115 958 8666,: http://www.cartwrightking.co.uk,486912
MATWALA VYAS LLP,HO,3 Electric ParadeIG3 8BY,020 8597 5097,,info@matwalavyas.co.uk, 020 85994499,: http://www.matwalavyas.co.uk,387483
MAYER BROWN INTERNATIONAL LLP,HO,201 BishopsgateEC2M 3Af,020 3130 3000,,info@mayerbrown.com, 020 3130 3001,: http://www.mayerbrown.com,369822
MB LAW LIMITED,HO,14 Winchester AvenueTW5 0HA,0208 2487390,,mblawuk@googlemail.com, 0870 4873559,,445445
MB LAW LIMITED,BRN,14 Winchester AvenueTW5 0HA,0208 8633666,,mblawuk@googlemail.com, 0844 774 4359,,491222
MBA SOLICITORS,HO,9 New StreetYO1 8RA,01904 666888,,operations@sra.org.uk, 01904 666880,,367072
MBA SOLICITORS,BRN,72 GowthorpeYO8 4NH,01757 213128,,operations@sra.org.uk, 01757 213136,,371982
MCCARTHY  STEWART  BOOTY,HO,16 Whiting StreetIP33 1NX,01284 748927,,enquiries@mccarthyandbooty.co.uk, 01284 753929,,437133
MCCARTHY  STEWART  BOOTY,BRN,Beverley HouseIP14 1DP,01449 612343,,operations@sra.org.uk, 01449 673018,,516335
MCCORMACKS LAW LTD,HO,122 Mile End RoadE1 4UN,0207 791 2000,,andrew.palazzo@mccormacks.co.uk, 0207 790 5846,: http://www.mccormacks.co.uk,520001
MCCORMACKS LAW LTD,BRN,86 Long LaneEC1A 9ET,0207 791 2000,,andrew.palazzo@mccormacks.co.uk, 0207 790 5846,: http://www.mccormacks.co.uk,523309
MCCORMACKS LAW LTD,BRN,74-76 Town SquareSS14 1DT,0207 791 2000,,andrew.palazzo@mccormacks.co.uk, 0207 790 5846,: http://www.mccormacks.co.uk,523312
MCCORMACKS LAW LTD,BRN,10 Stepney GreenE1 3JU,0207 791 2000,,andrew.palazzo@mccormacks.co.uk, 0207 790 5846,: http://www.mccormacks.co.uk,523317
MCCORMACKS LAW LTD,BRN,1st & 2nd Floor Security HouseE15 4BZ,0207 791 2000,,andrew.palazzo@mccormacks.co.uk, 0207 790 5846,: http://www.mccormacks.co.uk,523318
MCCORMICKS,HO,Wharfedale HouseHG1 5LQ,01423 530630,,enquiries@mccormicks-solicitors.com, 01423 530709,: http://www.mccormicks-solicitors.com,68717
MCFADDENS LLP,HO,City TowerEC2V 5DE,020 7588 9080,,reception@mcfaddenslaw.co.uk, 020 7588 8988,: http://www.mcfaddenslaw.co.uk,446470
MCFADDENS LLP,BRN,Vancouver HouseB16 8LB, 0121 452 5040,,reception@mcfaddenslaw.co.uk, 0121 452 5041,: http://www.mcfaddenslaw.co.uk,488841
MCGREGORS SOLICITORS,HO,7 College LaneB79 7LP,01827 313 999,,operations@sra.org.uk, 01827 315 551,,77695
MCGRIGORS LLP,BRN,Century HouseEC4M 7BA,020 7054 2500,,operations@sra.org.uk, 020 7054 2501,: http://www.mcgrigors.com,446390
MCGRIGORS LLP,BRN,The PinnacleM2 4NG,0161 662 8000,,operations@sra.org.uk, 0161 662 8001,: http://www.mcgrigors.com,472868
MCGUIREWOODS LONDON LLP,HO,Imperial HouseWC2B 6UN,020 7632 1600,,london@mcguirewoods.com, 020 7632 1638,: http://www.mcguirewoods.com/Offices/london,401158
MCLARTY & CO,HO,30-38 Hatherley MewsE17 4QP,0845 45 06 375,,operations@sra.org.uk, 020 8521 6206,,444693
MCMANUS SEDDON,HO,Lloyds Bank ChambersBD1 1PH,01274 741 841,,operations@sra.org.uk, 01274 394 653,: http://www.mcmanusseddon.co.uk,306344
MCMILLEN HAMILTON MCCARTHY,HO,67 Burdett RoadE3 4TN,020 8980 6060,,mail@mhm-solicitors.co.uk, 020 8981 1345,: http://www.mcmillenhamiltonmccarthy.co.uk,75659
MEIKLES,BRN,23 Victoria AvenueDL14 7NE,01388 451 122,,enquires.bishopauckland@meikles-solicitors.co.uk, 01388 661 442,: http://www.meikles-solicitors.co.uk,302169
MELDRUM SOLICITORS LLP,HO,Trident HouseAL1 3HZ,01727 840 333,,sylvias@meldrumsolicitors.com, 01727 845137,: http://www.meldrumsolicitors.com,493000
MELDRUM SOLICITORS LLP,BRN,8-10 Bull PlainSG14 1DT,01992 535866,,operations@sra.org.uk, 01992 535867,: http://www.meldrumsolicitors.com,493021
MELDRUM SOLICTORS LLP,BRN,2nd FloorWD17 1JA,01923 231598,,operations@sra.org.uk, 01923 251599,: http://www.meldrumsolicitors.com,493020
MEMERY CRYSTAL LLP,HO,44 Southampton BuildingsWC2A 1AP,020 7242 5905,,hcowen@memerycrystal.com, 020 7242 2058,: http://www.memerycrystal.com,440524
MERRIMAN WHITE,HO,14 Took's CourtEC4A 1LB,020 7421 1900,,operations@sra.org.uk, 020 7421 1901,,405085
METCALFE COPEMAN & PETTEFAR,HO,8 York RowPE13 1EF,01945 464331,,operations@sra.org.uk, 01945 476695,: http://www.mcp-law.co.uk,53112
METCALFE COPEMAN & PETTEFAR,BRN,28-32 King StreetPE30 1HQ,1553778100,,info@mcp-law.co.uk, 01553 766807,: http://www.mcp-law.co.uk,53113
METCALFE COPEMAN & PETTEFAR,BRN,18 PriestgatePE1 1JL,01945 464331,,info@mcp-law.co.uk, 01733 312728,: http://www.mcp-law.co.uk,53115
METCALFE COPEMAN & PETTEFAR,BRN,Cage LaneIP24 2DT,01945 464331,,info@mcp-law.co.uk, 01842 752818,: http://www.mcp-law.co.uk,53116
MICHAEL HENDERSON & CO,HO,6 Victoria RoadNE37 2SY,0191 415 1158,,michaelhendersonandco@btconnect.com, 0191 419 4054,,68126
MICHAEL SIMKINS LLP,HO,Lynton HouseWC1H 9LT,0207 874 5600,,operations@sra.org.uk, 0207 874 5601,: http://www.simkins.com,424878
MICHELMORES LLP,HO,Woodwater HouseEX2 5WR,01392 688688,,operations@sra.org.uk, 01392 360563,: http://www.michelmores.com,463401
MICHELMORES LLP,BRN,HarstonEX10 8LT,01395 512515,,operations@sra.org.uk, 01395 578422,: http://www.michelmores.com,463403
MICHELMORES LLP,BRN,Clarges HouseW1J 8DH,020 7659 7660,,operations@sra.org.uk, 020 7659 7661,: http://www.michelmores.com,463405
MILLS & REEVE LLP,HO,Fountain HouseEC3M 5DJ,020 7648 9220,,info@mills-reeve.com, 020 7648 9221,: http://www.mills-reeve.com,464604
MILLS & REEVE LLP,BRN,Francis HouseCB2 1PH,01223 364422,,info@mills-reeve.com, 01223 355848,: http://www.mills-reeve.com,464638
MILLS KEMP & BROWN,HO,1-11 Huddersfield RoadS70 2LP,01226 210000,,operations@sra.org.uk, 01226 211110,: http://www.barnsleylawyers.com,52304
MIRZA SOLICITORS LLP,HO,216 Hoe StreetE17 3AY,0208 520 4416,,info@mirzasolicitors.co.uk, 0208 520 5617,: http://www.mirzasolicitors.co.uk,490657
MISHCON DE REYA,HO,Summit HouseWC1R 4QD,0207 4407000,,postmaster@mishcon.com, 0207 4045982,: http://www.mishcon.com,68218
MITCHELLS SOLICITORS LLP,HO,392 Palatine RoadM22 4FZ,0161 945 2299,,mitchells.sols@btconnect.com, 0161 945 2298,: http://www.mitchellssolicitors.com,451169
MJP  JUSTICE LIMITED,HO,19 Castle StreetL2 4SX,0151 286 9594,,enquiries@mjpjustice.co.uk, 0151 286 1661,,445471
MJP  JUSTICE LIMITED,BRN,Suite 214L3 9LQ,0151 243 6700,,justice@mjpsolicitors.co.uk, 0151 243 6701,: http://www.mjpsolicitors.co.uk,448058
MJP PERSONAL INJURY LIMITED,HO,19 Castle StreetL2 4SX,0151 286 9594,,operations@sra.org.uk, 0151 286 1661,,520652
MJP PERSONAL INJURY LIMITED,BRN,214 Cotton Exchange BuildingL3 9LQ,0151 243 6700,,justice@mjpsolicitors.co.uk, 0151 243 6701,: http://www.mjpsolicitors.co.uk,522370
MOON BEEVER,HO,24-25 Bloomsbury SquareWC1A 2PL,020 7637 0661,,info@moonbeever.com, 020 7436 4663,: http://www.moonbeever.com,44096
MORDI & CO,HO,First FloorN7 6PZ,020 7619 9666,,solicitors@mordiandco.com, 020 7619 9676,,362554
MORGAN BROWN & CAHILL SOLICITORS,HO,10 Bexley SquareM3 6BZ,0161 834 6662,,info@mbcsolicitors.co.uk, 0161 819 5631,: http://www.mbcsolicitors.co.uk,448882
MORGAN BROWN & CAHILL SOLICITORS,BRN,12 Victoria AvenueM9 6QL,0161 7407468,,infor@mbsolicitors.co.uk, 0161 795 2483,: http://www.mbcsolicitors.co.uk,473314
MORGAN CLARKE SOLICITORS,HO,Cotswold VillasGL7 2PP,01285 650066,,operations@sra.org.uk, 01285 642999,: http://www.morganclarkesolicitors.co.uk,369902
MORGAN COLE,HO,Buxton CourtOX2 0SZ,01865 262600,,info@morgan-cole.com, 01865 721367,: http://www.morgan-cole.com,289003
MORGAN COLE,BRN,Apex PlazaRG1 1AX,0118 955 3000,,info@morgan-cole.com, 0118 939 3210,: http://www.morgan-cole.co.uk,289205
MORGAN COLE,BRN,3rd FloorRG1 3BJ,0118 955 3000,,operations@sra.org.uk, 0118 955 3060,,331943
MORGAN COLE,BRN,3rd FloorBS1 3NX,0845 290 3800,,operations@sra.org.uk, 0117 929 8063,,499628
MORGAN HALL SOLICITORS LIMITED,HO,Westplan HouseIG1 2DG,0208 514 4448,,operations@sra.org.uk, 0208 514 2939,,490859
MORGAN ROSE,HO,44-45 Chancery LaneWC2A 1JB,0207 242 2520,,info@morgan-rose.com, 020 7242 2530,: http://www.morgan-rose.com,328973
MORRISON & FOERSTER (UK) LLP,HO,CitypointEC2Y 9AW,+44 (0)20 7920 4000,,mmannell@mofo.com, +44 (0)20 7496 8500,: http://www.mofo.com,288135
MORTON LAW ASSOCIATES LIMITED,HO,Court Ash HouseBA20 1HG,01935 310500,,sam.morton@mortonlaw.co.uk,1935310501,: http://www.mortonlaw.co.uk,468177
MOWBRAY WOODWARDS,HO,3 Queen SquareBA1 2HG,01225 485 700,,info@mowbraywoodwards.co.uk, 01225 445064,: http://www.mowbraywoodwards.co.uk,52623
MOWBRAY WOODWARDS,BRN,2-4 Henry StreetBA1 1JT,01225 400666,,info@mowbraywoodwards.co.uk, 01225 400667,: http://www.mowbraywoodwards.co.uk,389096
MPR SOLICITORS LLP,HO,8 Red Lion CourtTW3 1JS,020 8607 4660,,enquiries@mprsolicitors.co.uk, 020 8607 4661,: http://www.mprsolicitors.co.uk,464584
MSB SOLICITORS LLP,HO,17a Allerton RoadL18 1LG,0151 281 9040,,paulbibby@msbsolicitors.co.uk, 0151 282 0164,: http://www.msbsolicitors.co.uk,508086
MSB SOLICITORS LLP,BRN,M S B HouseL13 1DA,0151 254 2200,,operations@sra.org.uk, 0151 254 1652,,508087
MTG SOLICITORS,HO,2nd FloorUB4 0PX,020 8754 5577,,info@MTGsolicitors.com, 020 8561 2800,: http://www.MTGsolicitors.com,364292
MUCKLE LLP,HO,Time CentralNE1 4BF,0191 211 7777,,enquiries@muckle-llp.com, 0191 211 7788,: http://www.muckle-llp.com,426530
MULLENDERS  SOLICITORS,HO,Griffin HouseGU21 6BS,01483 771 733,,office@mullenderlaw.com, 01483 727 425,: http://www.mullenderlaw.com,69203
MULLINGER BANKS,HO,The QuadrangleE15 4EH,0208 221 7045,,arthur@mullingerbanks.co.uk, 0208 522 6858,: http://www.mullingerbanks.co.uk,52648
MURDOCHS,HO,45 High StreetE11 2AA,020 8530 7291,,nick@murdoch-solicitors.com, 020 8530 8473,,52683
MURRIA,HO,Court ChambersB4 6UD,0121 200 2818,,law@murria.co.uk, 0121 200 2879,: http://www.murria.co.uk,68520
MUSTOE SHORTER,HO,6-8 Frederick PlaceDT4 8HQ,01305 752700,,operations@sra.org.uk, 01305 778928,: http://www.mustoeshorter.com,302589
MWA SOLICITORS,HO,Ground FloorGU1 4QW,01483 506100,,info@mwalegal.com, 01483 505222,,192556
NABARRO LLP,HO,Lacon HouseWC1X 8RW,020 7524 6000,,info@nabarro.com, 020 7524 6524,: http://www.nabarro.com,482386
NABARRO LLP,BRN,1 South QuayS2 5SY,0114 279 4000,,info@nabarro.com, 0114 278 6123,: http://www.nabarro.com,482387
NADIM ASSOCIATES SOLICITORS LIMITED,HO,4 Park Road NorthCH41 4EZ,0151 651 2040,,info@solicitorslaw.com, 0151 652 3988,,382269
NATHANIEL & CO SOLICITORS,HO,422 Kingsland RoadE8 4AA,0207 923 0560,,natfaniyi@yahoo.co.uk, 0207 249 2650,,514731
NEEDLEMAN TREON,HO,Meridien HouseW1H 5QJ,020 7723 0766,,legal@ntlaw.co.uk, 020 7724 9878,: http://www.ntlaw.co.uk,206139
NEIL DAVIES & PARTNERS LLP,HO,Aspect CourtB2 5HG,0121 222 2448,,neild@ndandp.co.uk, 0121 222 2449,: http://www.ndandp.co.uk,462879
NELSON GUEST & PARTNERS,HO,80 Sidcup High StreetDA14 6DS,020 8309 5010,,operations@sra.org.uk, 020 8309 6045,,75042
NEUMANS LLP,HO,Ocean HouseEC4V 2AR,020 7429 3900,,mail@neumansllp.com, 020 7429 3901,: http://www.neumansllp.com,448865
NEWELLS,HO,Unit D242HX3 5AX,01422 250 250,,markhnewell@sky.com, 01274 603713,,401364
NEWTON LAW PRACTICE,HO,30a Newton RoadB43 6BW,0121 357 0100,,mail@newtonlawpractice.co.uk, 0121 357 0123,,321430
NIKOLICH & CARTER,HO,Suite 602M3 3JZ,0161 831 7044,,operations@sra.org.uk, 0161 819 1101,: http://www.nikolichcarter.com,428489
NILO SHARMA & ASSOCIATES,HO,The Mill House  Mill LaneRG8 8ER,0797 122 7541,,nsassociates@uk2.net, 0118  9426 505,,448682
NOBLE SOLICITORS,HO,21 High StreetSG17 5DD,01462 814 055,,admin@noblesolicitos.co.uk, 01462 814155,: http://www.noblesolicitors.co.uk,197615
NORTHONE SOLICITORS LLP,HO,267b Roundhay RoadLS8 4HS,,,info@northonesolicitors.co.uk, 0845 863 0833,: http://www.northonesolicitors.co.uk,486681
NORTON ROSE LLP,HO,3 More London RiversideSE1 2AQ,020 7283 6000,,operations@sra.org.uk, 020 7283 6500,: http://www.nortonrose.com,466517
NUNN RICKARD SOLICITOR ADVOCATES,HO,24 Southernhay EastEX1 1QL,01392 200888,,advocates@nunnrickard.co.uk, 01392 204426,: http://www.nunnrickard.co.uk,363944
O'GARRA'S,HO,32 Park Square WestLS1 2PF,0113 247 1477,,info@ogarras.com, 0113 247 1487,: http://www.ogarras.com,302626
O'KEEFFE SOLICITORS,HO,1b Dyne RoadNW6 7XG,020 7644 8800,,help@oksol.co.uk, 020 7644 8801,: http://www.oksol.co.uk,174023
O'MELVENY & MYERS LLP,HO,Warwick CourtEC4M 7DX,0207 088 0000,,operations@sra.org.uk, 0207 088 0001,: http://www.omm.com,407228
O'REILLYS SOLICITORS LIMITED,HO,196 Chapel StreetM3 6BY,0161 819 5999,,operations@sra.org.uk, 0161 819 5900,,471185
OAH LAW LIMITED,HO,3 Oxford CourtM2 3WQ,0161 200 8450,,madeleine.abas@oahlaw.com, 0161 236 6522,: http://www.oahlaw.com,485523
OLDHAMS SOLICITORS,HO,1 High StreetSG7 6AZ,01462 895444,,admin@oldhams.net, 01462 892476,: http://www.oldhams-solicitors.co.uk,309492
OLIVER BEBB SOLICITORS LIMITED,HO,Shaw HouseRH11 7AF,01403 263 535,,mail@oliverbebb.com, 0870 124 7122,: http://www.oliverbebb.com,512178
OLIVER D'SA,HO,Crescent CottagesLE1 6RP,0116 275 5549,,OLIVER@D-SA1.WANADOO.CO.UK, 0116 254 2624,,261417
OLLIERS,HO,Castlefield ChambersM3 4NF,0161 834 1515,,operations@sra.org.uk, 0161 839 0804,: http://www.olliers.com,178501
OLSWANG LLP,HO,90 High HolbornWC1V 6XX,0207 067 3000,,london@olswang.com, 0207 067 3999,: http://www.olswang.com,508035
OLSWANG LLP,BRN,Apex PlazaRG1 1AX,0207 067 3000,,thamesvalley@olswang.com, 0207 071 7499,: http://www.olswang.com,511774
OPTIMA LEGAL SERVICES LIMITED,HO,Arndale HouseBD1 1UN,0844 5713600,,operations@sra.org.uk, 01274 513 708,: http://www.optimalegal.co.uk,441547
ORACLE  SOLICITORS,HO,24-25 Nutford PlaceW1H 5YN,0870 752 1388,,sas@oraclesolicitors.co.uk, 0870 165 5235,: http://www.oraclesolicitors.co.uk,368911
OSBORNE CLARKE,BRN,One London WallEC2Y 5EB,020 7105 7004,,operations@sra.org.uk, 020 7105 7005,,58542
OURY CLARK,HO,10 John StreetWC1N 2EB,020 7067 4300,,contact@ouryclarksolicitors.com, 0207 067 4301,: http://www.ouryclark.com,266280
OXLEY & COWARD,HO,34/46 Moorgate StreetS60 2HB,01709 510999,,mailbox@oxcow.co.uk, 01709 512999,: http://www.oxcow.co.uk,58598
P S HOLDINGS LIMITED,HO,378-380 Vale RoadGU12 5NJ,01252 400 999,,taylorstreetsolicitors@hotmail.co.uk, 01252 400 998,,517704
PACE LEGAL SERVICES LIMITED,HO,2 School StreetBD16 1QB,01274 566 886,,operations@sra.org.uk,,,514950
PAGE ADVOCACY,HO,Perren BulidingsEC4M 7EF,07762 104275,,flora.page@perrenbuildngs.com, 020 7503 6021,: http://www.perrenbuildings.com,482221
PANNONE LLP,HO,123 DeansgateM3 2BU,0161 909 3000,,operations@sra.org.uk, 0161 909 4444,: http://www.pannone.com,437752
PANNONE LLP,BRN,Ollerbarrow HouseWA15 9SQ,0161 926 1960,,operations@sra.org.uk, 0161 926 1070,,437753
PANNONE LLP,BRN,69 London RoadSK9 7DY,01625 587640,,operations@sra.org.uk, 01625 587650,: http://www.pannone.com,469377
PARABIS LAW LLP,HO,Peninsular HouseEC3R 8NB,0870 084 8200,,mail@plexuslaw.uk.com, 0870 084 8300,: http://www.plexuslaw.uk.com,428625
PARABIS LAW LLP,BRN,8 Bedford ParkCR0 2AP,020 8681 7250,,operations@sra.org.uk, 020 8688 3166,,428626
PARFITT LAW,HO,Unit 2BSW12 9ER,0208 682 8966,,rparfitt@parfittlaw.com, 0208 682 8969,: http://www.parfittlaw.com,523890
PARK SQUARE (LEEDS) NOMINEES  LIMITED,HO,1 Park RowLS1 5AB,0113 244 5000,,operations@sra.org.uk, 0113 244 8000,: http://www.pinsentmasons.com,79788
PARKER GREGO CULLEN & BALL LLP,HO,101 Bath StreetB4 6HG,0121 200 3031,,roger.hill@parkerandgrego.co.uk, 0121 200 3024,,519684
PARRY WELCH LACEY LLP,HO,4 Gentwood ParadeL36 2QB,0151 480 4061,,info@parrywelchlaceyllp.co.uk, 0151 480 4330,: http://www.parrywelchlaceyllp.co.uk,521369
PATEL & BHATOA,HO,National HouseBD3 8JB,01274 669023,,mail@pb-law.co.uk, 01274 656151,: http://www.pb-law.co.uk,62865
PATTINSON & BREWER,BRN,1 Bridge StreetYO1 6WD,01904 680000,,enquiries@pattinsonbrewer.co.uk, 01904 680001,: http://www.pattinsonbrewer.co.uk,59085
PAUL MARTIN & CO SOLICITORS,HO,4th FloorRM1 3PJ,017083 80210,,sandra@paulmartinlaw.co.uk, 01708 742787,,369570
PAUL ROBERTS SOLICITORS,HO,60 Mark LaneEC3R 7ND,020 7264 0500,,lawyer@prlaw.net, 0207 2640501,: http://www.prlaw.net,326773
PAUL ROBINSON SOLICITORS,HO,470-474 London RoadSS0 9LD,01702 338338,,info@paulrobinson.co.uk, 01702 354032,: http://www.paulrobinson.co.uk,54400
PAYNE HICKS BEACH,HO,10 New SquareWC2A 3QG,020 7465 4300,,mail@phb.co.uk, 020 7465 4463,: http://www.phb.co.uk,59098
PCB LITIGATION LLP,HO,15th FloorEC4A 3JB,020 7832 2310,,enquiries@pcblitigation.com, 020 7353 6214.,: http://www.pcblitigation.com,447019
PEACH GREY & CO,HO,14 College PlaceSO15 2FE,023 8033 4695,,ENQ@peachgrey.co.uk, 023 8023 2422,,63259
PENMANS,HO,17a Queens RoadCV1 3DH,024 7622 6575,,operations@sra.org.uk, 024 7625 6248,: http://www.penmanssolicitors.co.uk,59200
PENMANS,BRN,30-32 Warwick RoadCV8 1GW,01926 858222,,operations@sra.org.uk, 01926 859527,: http://www.penmanssolicitors.co.uk,59201
PENMANS,BRN,The PrecinctCV35 9NL,01789 470022,,operations@sra.org.uk, 01789 470077,: http://www.penmanssolicitors.co.uk,59202
PEPPERELLS,HO,38-40 Doncaster RoadDN15 7RQ,01724 871999,,office@pepperells.com, 01724 280154,: http://www.pepperells.com,69764
PEPPERELLS SOLICITORS INCORPORATING IVESONS SOLICITORS,BRN,100 Alfred Gelder StreetHU1 2AE,01482 326511,,office@pepperells.com, 01482 228008,: http://www.pepperells.com,519172
PETERS & PETERS,HO,15 Fetter LaneEC4A 1BW,0207 822 7777,,law@petersandpeters.com, 020 7822 7788,: http://www.petersandpeters.com,59256
PETHERBRIDGE BASSRA SOLICITORS,HO,Vintry HouseBD1 3LS,01274 724114,,mail@petherbridgebassra.com, 01274 724161,: http://www.petherbridgebassra.com,61603
PF LEGAL LIMITED,HO,Trueman CourtL3 2BA,0151 236 3636,,operations@sra.org.uk, 0151 236 3630,,516221
PHIL SOLICITORS,HO,258 High RoadN15 4AJ,0208 493 0917,,philsolicitors@tiscali.co.uk, 020 8885 2748,,418112
PHILLIPS OSBORNE LIMITED,HO,Beech CourtSL1 7EP,01628 663344,,mark@philliposborne.com, 01628 664465,,468889
PHOENIX SOLICITORS AND ADVOCATES LTD,HO,272 Union StreetTQ2 5QY,01803 219 220,,crime@phoenixadvocates.co.uk, 01803 295 079,,496315
PINSENT MASONS LLP,HO,CitypointEC2Y 9AH,020 7418 7000,,operations@sra.org.uk, 020 7418 7050,: http://www.pinsentmasons.com,471972
PINSENT MASONS LLP,BRN,30 Aylesbury StreetEC1R 0ER,020 7490 4000,,operations@sra.org.uk, 020 7490 2545,: http://www.pinsentmasons.com,471974
PINSENT MASONS LLP,BRN,3 Colmore Circus QueenswayB4 6BH,0121 200 1050,,operations@sra.org.uk, 0121 626 1040,: http://www.pinsentmasons.com,471975
PINSENT MASONS LLP,BRN,33-35 Queen SquareBS1 4LU,0117 924 5678,,operations@sra.org.uk, 0117 924 6699,: http://www.pinsentmasons.com,471977
PINSENT MASONS LLP,BRN,1 Park RowLS1 5AB,0113 244 5000,,operations@sra.org.uk, 0113 244 8000,: http://www.pinsentmasons.com,471978
PINSENT MASONS LLP,BRN,3 Hardman StreetM3 3AU,0161 234 8234,,operations@sra.org.uk, 0161 234 8235,: http://www.pinsentmasons.com,471980
PIRES LAW FIRM,HO,38 Newstead WalkSM5 1AW,0208 648 1671,,operations@sra.org.uk, 0208 648 1671,: http://www.pireslawfirm.com,469447
POND MARSH,HO,249 & 253 Church StreetFY1 3PB,01253 620466,,family@pondmarsh.co.uk, 01253 752675,: http://www.pondmarsh.co.uk,57654
POTTER SHELLEY & CO,HO,24 High StreetPE29 3TD,01480 459531,,dpotter@poyyershelleyandco.co.uk, 01480 451907,: http://www.pottershelleyandco.co.uk,450656
POWELL SPENCER & PARTNERS,HO,290 Kilburn High RoadNW6 2DD,020 7604 5600,,enquiries@psplaw.co.uk, 020 7328 1221,,57736
PRICEWATERHOUSECOOPERS LEGAL LLP,HO,12 Plumtree CourtEC4A 4HT,0207 212 1616,,operations@sra.org.uk, 0207 212 1507,,442833
PRICEWATERHOUSECOOPERS LEGAL LLP,BRN,1 Embankment PlaceWC2N 6DX,0207 212 1616,,operations@sra.org.uk, 0207 212 1507,: http://www.pwclegal.co.uk,442836
PROSPECT LAW LTD,HO,The Old Gun RoomDE74 2QQ,,,operations@sra.org.uk,,,520803
QAMAR SOLICITORS,HO,7-11 Halifax RoadWF13 2JH,01924 488 199,,qamar@qamar.co.uk, 01924 488 348,,353588
QUEEN STREET TRUSTEES LIMITED,HO,2 Wellington PlaceLS1 4BZ,,,operations@sra.org.uk,,,344318
QUINN EMANUEL URQUHART OLIVER & HEDGES LLP,HO,16 Old BaileyEC4M 7EG,0207 653 2000,,richardeast@quinnemanuel.com, 0207 653 2100,: http://www.quinnemanuel.com,488675
QUINN MELVILLE (INCORPORATING MALCOLM J GREGG & CO),HO,15 Stanley StreetL1 6AA,0151 236 3340,,enquiries@quinn-melville.co.uk, 0151 255 0466,: http://www.quinn-melville.co.uk,184763
QUIST SOLICITORS,HO,King House 3rd FLOORW2 4UA,0207 792 0660,,mail@quistlaw.com, 0207 792 0610,: http://www.quistlaw.com,174488
R AND M SOLICITORS LIMITED,HO,3-B Drayton RoadB14 7LP,0121 441 3200,,amandeep@rmlawyers.co.uk, 0121 441 3700,,371197
R C HALL SOLICITORS,HO,Gibson HouseN17 0DH,020 8801 2345,,rchallegal@yahoo.co.uk, 020 8801 2555,,382902
R M BOUCHER LIMITED,HO,C/O Cartwright KingNG1 2LJ,0115 958 7444,,ck@cartwrightking.co.uk, 0115 958 8666,: http://www.cartwrightking.co.uk,486692
RADCLIFFESLEBRASSEUR,HO,5 Great College StreetSW1P 3SJ,020 7222 7040,,info@rlb-law.com, 020 7222 6208,: http://www.rlb-law.com,184739
RADCLIFFESLEBRASSEUR,BRN,5-6 Park PlaceLS1 2RU,0113 234 1220,,operations@sra.org.uk, 0113 234 1573,: http://www.rlb-law.com,352499
RAFINA SOLICITORS,HO,795 Harrow RoadHA0 2LP,020 8908 6742,,rafina@rafina.uk.com, 0208 904 6353,: http://www.rafinauk.com,76257
RAHMAN RAVELLI SOLICITORS LTD,HO,Saracen HouseHX1 5SP,01422 346666,,aziz.rahman@rahmanravelli.co.uk, 01422 430526,: http://www.rahmanravelli.co.uk,485540
