Name,Office,Address,Telephone,Email,Fax,WebSite,Id
PRITCHARD ENGLEFIELD,HO,14 New StreetEC2M 4HE,020 7972 9720,po@pe-legal.com, 020 7972 9722, http//www.pe-legal.com,79854
PRITCHETTS,HO,The MoatBS9 3HF,0117 307 0266,stephanie@pritchettslaw.com, 0117 330 8614, http//www.pritchettslaw.com,521596
QUANTRILLS,HO,The Peninsula Business CentreIP9 2BB,01473 688100,simon.quantrill@quantrills.com, 01473 688466, http//www.quantrills.com,521731
QUASTEL MIDGEN LLP,HO,74 Wimpole StreetW1G 9RR,020 7908 2525,operations@sra.org.uk, 020 7908 2626, http//www.quastels.com,420615
R D Y JENNINGS & CO,HO,47 York RoadYO17 6AX,08700 118 155,mail@jenningslaw.co.uk, 01653 691 558, http//www.jenningslaw.co.uk,418148
R G ELLIOTT LIMITED,HO,Great North HouseNE1 8ND,0191 233 9700,info@crutes.co.uk, 0191 233 9704, http//www.crutes.co.uk,495375
R S GOUGH & CO,HO,Technology CentreWV10 9RU,01902 420200,rsg@rsgoughlaw.co.uk, 01902 420220,,343282
RADCLIFFESLEBRASSEUR,HO,5 Great College StreetSW1P 3SJ,020 7222 7040,info@rlb-law.com, 020 7222 6208, http//www.rlb-law.com,184739
RADCLIFFESLEBRASSEUR,BRN,5-6 Park PlaceLS1 2RU,0113 234 1220,operations@sra.org.uk, 0113 234 1573, http//www.rlb-law.com,352499
RAMSBOTTOM & CO SOLICITORS LIMITED,HO,5 Seagrove AvenuePO11 9EU,02392 465 931,dr@ramsbottom.co.uk, 02392 468 349,,472139
RANSONS,HO,10 Eastwick RoadKT12 5AW,01932 269448,mail@ransons.com, 01932 269449, http//www.ransons.com,201570
RAWLISON BUTLER LLP,HO,Griffin HouseRH10 1DQ,01293 527744,info@rawlisonbutler.com, 01293 520202, http//www.rawlisonbutler.com,439560
RAWLISON BUTLER LLP,BRN,Ridgeland HouseRH12 1DY,01403 252492,info@rawlisonbutler.com, 01403 241545, http//www.rawlisonbutler.com,439561
RAWLISON BUTLER LLP,BRN,Second FloorW1J 6BD,0207 887 4548,info@rawlisonbutler.com, 0207 887 6001, http//www.rawlisonbutler.com,518567
REDD SOLICITORS LLP,HO,29 Cloth FairEC1A 7JQ,0207 776 4760,info@redd.eu, 0207 600 9868, http//www.see-redd.com,406170
REED SMITH LLP,HO,The Broadgate TowerEC2A 2RS,020 3116 3000,reedsmith@reedsmith.com, 020 3116 3999, http//www.reedsmith.com,389662
REORIENT LEGAL LIMITED,BRN,Tippens Wood Business CentreRG40 5SH,,operations@sra.org.uk,,,499277
REYNOLDS PARRY JONES,HO,10 Easton StreetHP11 1NP,01494 525941,partners@rpj.uk.com, 01494 530701, http//www.rpj.uk.com,58040
REYNOLDS PORTER CHAMBERLAIN LLP,HO,Tower Bridge HouseE1W 1AA,020 3060 6000,rpc@rpc.co.uk, 020 3060 7000, http//www.rpc.co.uk,440566
RICHARD WILSON SOLICITORS LTD,HO,Cymbal HouseRG8 9AU,01491 879100,goring@richard-wilson.co.uk,, http//www.richard-wilson.co.uk,419814
RICKERBYS (CHELTENHAM) LIMITED,HO,Ellenborough HouseGL50 1YD,01242 224422,operations@sra.org.uk, 01242 518428, http//www.rickerbys.com,422699
RICKERBYS LLP,HO,Ellenborough HouseGL50 1YD,01242 224422,operations@sra.org.uk, 01242 518428, http//www.rickerbys.com,484919
RICKERBYS NOMINEES LIMITED,HO,Ellenborough HouseGL50 1YD,01242 224422,info@rickerbys.com, 01242 518428, http//www.rickerbys.com,76709
ROBERT CAIN LAW,HO,Bulls Head BarnMK16 8LP,01908 551 033,cain.r@tiscali.co.uk,,,524407
ROBERTS & PARTNERS SOLICITORS LLP,HO,Centurion HouseM2 3WR,0161 932 1700,ian.roberts@millbankedge.co.uk, 0161 932 1701,,507979
ROBIN BARON COMMERCIAL LAWYERS,HO,40 Laurier RoadNW5 1SJ,020 7485 4477,robin@robinbaron.com, 020 7117 4800, http//www.robinbaron.com/,450204
ROCHMAN LANDAU LLP,HO,Accurist HouseW1U 7AL,0207 544 2424,mail@rochmanlandau.co.uk, 0207 544 2400, http//www.rochmanlandau.co.uk,496280
ROITER ZUCKER,HO,Central CourtWC2A 1AL,020 3178 8900,mail@roiterzucker.co.uk, 020 3178 3298, http//www.roiterzucker.co.uk,54470
ROLLINGSONS,HO,Marlborough CourtEC1N 2LE,020 7611 4848,law@rollingsons.co.uk, 020 7611 4849, http//www.rollingsons.co.uk,194288
ROLLITS,HO,Wilberforce CourtHU1 1YJ,01482 323239,info@rollits.com, 01482 326239, http//www.rollits.com,54472
ROLLITS,BRN,Rowntree WharfYO1 9WE,01904 625790,john.lane@rollits.com, 01904 625807, http//www.rollits.com,54474
ROLLITS NOMINEES LIMITED,HO,Wilberforce CourtHU1 1YJ,01482 323 239,info@rollits.com, 01482 326 239, http//www.rollits.com,222789
ROSENBLATT,HO,9-13 St. Andrew StreetEC4A 3AF,020 7955 0880,info@rosenblatt-law.co.uk, 020 7955 0888, http//www.rosenblatt-law.co.uk,70109
ROSEWOOD LEGAL CONSULTANCY LIMITED,HO,64 Weston ParkKT7 0HL,0208 339 2504,rachael.wellby@gmail.com,,,494797
ROSHANIAN PAYMAN INTERNATIONAL SOLICITORS,HO,55 Park LaneW1K 1NA,+44 (0)20 7499 2712,rpi@rpi-intl.com, +44 (0) 20 7629-1774, http//www.rpi-intl.com,404936
ROUSE LEGAL,HO,11th FloorE14 9GE,020 7536 4100,london@iprints.com, 020 7536 4200, http//www.iprights.com,71739
ROUSE LEGAL,BRN,1st FloorOX2 7BY,01865 318400,oxford@iprights.com, 01865 318401, http//www.iprights.com,270493
ROUSE LEGAL,BRN,Electron BuildingOX11 0QR,01235 433300,harwell@iprights.com,, http//www.iprights.com,515261
ROW & SCOTT,BRN,4 Church StreetDH8 5QA,01207 591 810,rowandscott@btconnect.com, 01207 508 642,,54582
ROWBERRY MORRIS,HO,17 Castle StreetRG1 7SB,0118 958 5611,admin@rowberrymorris.co.uk, 0118 959 9662, http//www.rowberrymorris.co.uk,54583
ROYDS LLP,HO,65 Carter LaneEC4V 5HF,020 7583 2222,info@royds.com, 020 7583 2034, http//www.royds.com,469004
ROYDS LLP,BRN,18 Crown LaneSM4 5BS,020 8542 1067,operations@sra.org.uk, 020 8544 0246, http//www.royds.com,469010
RUBINSTEIN PHILLIPS LLP,HO,19 Buckingham StreetWC2N 6EF,020 7925 2244,office@ruphlaw.co.uk, 020 7925 2256, http//www.ruphlaw.com,440565
RUSSELL - COOKE LLP,HO,2 Putney HillSW15 6AB,0208 789 9111,helpdesk@russell-cooke.co.uk, 020 8780 1194, http//www.russell-cooke.co.uk,465322
RUSSELL - COOKE LLP,BRN,Bishops Palace HouseKT1 1QN,020 8546 6111,operations@sra.org.uk, 020 8541 4404, http//www.russell-cooke.co.uk,465340
RUSSELL - COOKE LLP,BRN,8 Bedford RowWC1R 4BX,020 7405 6566,operations@sra.org.uk, 020 7831 2565, http//www.russell-cooke.co.uk,465350
RUSSELL JONES & WALKER,HO,50-52 Chancery LaneWC2A 1HL,2076571555,enquiries@rjw.co.uk,2076571557, http//www.rjw.co.uk,54695
RUSSELL JONES & WALKER,BRN,11th Floor  The McLaren BuildiB4 7LN,0121 233 8300,enquiries@rjw.co.uk, 0121 233 8303, http//www.rjw.co.uk,54697
RUSSELL JONES & WALKER,BRN,Broad Quay HouseBS1 4DJ,0117 374 2222,enquiries@rjw.co.uk, 0117 374 2233, http//www.rjw.co.uk,54699
RUSSELL JONES & WALKER,BRN,First FloorM1 4DZ,0161 383 3500,enquiries@rjw.co.uk,, http//www.rjw.co.uk,54703
RUSSELL JONES & WALKER,BRN,3rd Floor Fountain PrecinctS1 2JA,0114 276 6868,enquiries@rjw.co.uk, 0114 252 5600, http//www.rjw.co.uk,224669
RUSSELL JONES & WALKER,BRN,Ground Floor Block CNE2 4LD,0191 204 6000,enquiries@rjw.co.uk, 0191 204 6039, http//www.rjw.co.uk,259841
RUSSELL JONES & WALKER,BRN,Unit 6b  2nd Floor Benton OffiWF4 5RA,01924 234 300,enquiries@rjw.co.uk, 01924 234 343, http//www.rjw.co.uk,386185
RYLANDS LAW,HO,The Old VicarageS32 1AJ,01433 650878,peter@rylandslaw.co.uk,, http//www.rylandslaw.co.uk,482643
S.Z. SOLICITORS,HO,Suite 7  Neals CornerTW3 3HJ,2085721556,enquiries@szsolicitors.co.uk,2085721556,,494798
SA LAW LLP,HO,60 London RoadAL1 1NG,01727 798000,operations@sra.org.uk, 01727 798002, http//www.salaw.com,421442
SABEERS STONE GREENE LLP,HO,130a Uxbridge RoadW12 8AA,0208 740 7007,shazia.raja@sabeers.co.uk, 0208 740 7006, http//www.sabeers.co.uk,524823
SACHEDINAS SOLICITORS,HO,3 Westfield HouseYO26 6GA,01904 793195,jes@sachlaw.co.uk, 01904 782650, http//www.sachlaw.co.uk,402072
SALANS LLP,HO,Millennium Bridge HouseEC4V 4AJ,020 7429 6000,london@salans.com, 020 7429 6001, http//www.salans.com,428018
SALANS LLP,BRN,North TowerBR1 1LR,020 8460 2237,operations@sra.org.uk, 020 8466 9374, http//www.salans.com,498315
SALANS LLP,BRN,Keystone Innovation CentreIP24 1JD,01842 851 400,thetford@salans.com,, http//www.salans.com,498322
SCHILLINGS,HO,40-41 Bedford SquareWC1B 3HX,020 7034 9000,legal@schillings.co.uk, 020 7034 9200, http//www.schillings.co.uk,61425
SCHNEIDER PAGE,HO,18 North Tenter StreetE1 8DL,020 7480 5477,ernest@schneiderpage.com, 020 7990 9971, http//www.schneiderpage.com,76634
SCHNEIDER PAGE,BRN,12 Semaphore RoadGU1 3PS,01483 535997,simon@schneiderpage.com,, http//www.schneiderpage.com,370041
SCHYTHERBOLLE LIMITED,HO,The DairyOX1 5EP,01865 601 240,contact@stuartmalcolmllp.com,,,519547
SEABOURNE LAWLEYS,HO,62 High StreetHA6 1BL,01923 820639,info@slawleys.co.uk, 01923 821027, http//www.slawleys.co.uk,77494
SEDDONS,HO,5 Portman SquareW1H 6NT,020 7725 8000,postmaster@seddons.co.uk, 020 7935 5049, http//www.seddons.co.uk,68565
SFS LEGAL LIMITED,HO,Barkby HouseLE4 9LG,0845 257 6470,info@sfslegal.com, 0845 257 6471, http//www.sfslegal.com,404903
SFS LEGAL LIMITED,BRN,25 Canada SquareE14 5LQ,+44 (0)845 257 6470,info@sfslegal.com, +44 (0)845 257 6471,,464536
SFS LEGAL LIMITED,BRN,Central BoulevardB90 8AG,0845 257 6470,info@sfslegal.com, 0845 257 6471, http//www.sfslegal.com,497222
SHADBOLT LLP,HO,Chatham CourtRH2 7LD,0845 437 1000,mail@shadboltlaw.com, 0845 437 1001, http//www.shadboltlaw.com,419709
SHADBOLT LLP,BRN,Old Change HouseEC4V 4BJ,0845 437 1000,mail@shadboltlaw.com, 0845 437 1001, http//www.shadboltlaw.com,419712
SHAKESPEARE PUTSMAN LLP,HO,Somerset HouseB2 5DJ,0121 237 3000,info@sp-legal.co.uk, 0121 237 3011, http//www.sp-legal.co.uk,442480
SHAKESPEARES (NOMINEES) LIMITED,HO,Somerset HouseB2 5DJ,0121 632 4199,operations@sra.org.uk, 0121 632 2257,,79623
SHARPE PRITCHARD,HO,Elizabeth HouseWC1V 6HG,020 7405 4600,bmaclean@sharpepritchard.co.uk, 020 7831 1284, http//www.sharpepritchard.co.uk,55064
SHERIDANS,HO,Whittington HouseWC1E 7EA,020 7079 0100,general@sheridans.co.uk, 020 7079 0200, http//www.sheridans.co.uk,55137
SHIPLEY SOLICITORS LIMITED,HO,Liverpool Science Park L3 5TF,0151 705 3440,markshipley@shipleysolicitors.com,1517053441, http//www.shipleysolicitors.com,468016
SHOOSMITHS,HO,5 The LakesNN4 7SH,08700 863000,operations@sra.org.uk, 08700 863001, http//www.shoosmiths.co.uk,55171
SHOOSMITHS,BRN,Apex PlazaRG1 1SH,03700 868800,operations@sra.org.uk, 03700 868801, http//www.shoosmiths.co.uk,55177
SHOOSMITHS,BRN,Waterfront HouseNG2 3DQ,03700 865000,nottingham@shoosmiths.co.uk, 03700 865001,,55178
SHOOSMITHS,BRN,1550 Parkway  Solent BusinessPO15 7AG,01489 881010,operations@sra.org.uk, 01489 881000,,55189
SHOOSMITHS,BRN,1st FloorMK9 1ES,08700 868300,operations@sra.org.uk, 08700 868301,,327406
SHOOSMITHS,BRN,7th FloorB3 3SH,08700 864000,operations@sra.org.uk, 08700 864001,,379843
SHOOSMITHS,BRN,10th FloorM3 3HF,03700 865 600,harold.brako@shoosmiths.co.uk, 03700 865 601, http//www.shoosmiths.co.uk,508808
SHOOSMITHS SOLICITORS PERSONAL INJURY DIVISION,BRN,Quantum HouseRG21 4EX,01256 696200,operations@sra.org.uk, 01256 696201, http//www.shoosmiths.co.uk,311964
SHULMANS,HO,120 Wellington StreetLS1 4LT,0113 245 2833,mail@shulmans.co.uk, 0113 246 7326, http//www.shulmans.co.uk,55208
SHUPAK & CO,HO,Fifth Floor WestEC3M 5BS,020 7488 0214,info@shupak.com, 020 74886931, http//www.shupak.com,301940
SIDLEY AUSTIN LLP,HO,Woolgate ExchangeEC2V 5HA,+44 (0) 20 7360 3600,ukinfo@sidley.com, +44 (0) 20 7626 7937, http//www.sidley.com,79075
SILLS & BETTERIDGE LLP,BRN,Aquis HouseLN2 1JN,01522 542 211,info@sillslegal.co.uk, 01522 510 463, http//www.sillsonline.co.uk,499229
SILVERMAN SHERLIKER LLP,HO,7 Bath PlaceEC2A 3DR,020 7749 2700,mail@silvermansherliker.co.uk, 020 7739 4309, http//www.silvermansherliker.co.uk,400126
SIMMONS & SIMMONS,HO,CitypointEC2Y 9SS,020 7628 2020,operations@sra.org.uk, 020 7628 2070, http//www.simmons-simmons.com,55256
SIMON DAKIN LIMITED,HO,c/o ActonsNG1 5BQ,0115 9100 200,simondakin@actons.co.uk, 0115 9101 301, http//www.actons.co.uk,466519
SIMON WILLANS & CO,HO,The Old Police StationSG8 9DU,01763 242454,simon@willansco.fsnet.co.uk, 01763 246546,,262642
SIMONS MUIRHEAD & BURTON,HO,8-9 Frith StreetW1D 3JB,0203 206 2700,mail@smab.co.uk, 0203 206 2800, http//www.smab.co.uk,62726
SINGLETONS,HO,The RidgeHA5 3YD,020 8866 1934,susan@singlelaw.com, 020 8866 6912, http//www.singlelaw.com,78030
SINTONS LLP,HO,The CubeNE4 6DB,0191 226 7878,phil.ridley@sintons.co.uk, 0191 226 7850, http//www.sintons.co.uk,398301
SIOBHAN GOODACRE LIMITED,HO,Pearl Assurance HouseNG1 6BX,0115 947 6651,mailbox@abg-law.com, 0115947 5244, http//www.abg-law.com,518218
SISNIC LEGAL SERVICES LIMITED,HO,11 Elmdale RoadBS8 1SL,0117 929 3333,reception@sisnic.co.uk, 0117 929 2200, http//www.sisnic.co.uk,498729
SISNIC LEGAL SERVICES LIMITED,BRN,370 Two Mile Hill RoadBS15 1AQ,01179 679 395,operations@sra.org.uk,,,498731
SISNIC LEGAL SERVICES LIMITED,BRN,12 West Town LaneBS4 5BN,0117 971 6765,operations@sra.org.uk, 0117 971 9913,,498739
SJ BERWIN (NOMINEES) LIMITED,HO,10 Queen Street PlaceEC4R 1BE,,info@sjberwin.com,, http//www.sjberwin.com,79982
SJ BERWIN LLP,HO,10 Queen Street PlaceEC4R 1BE,020 7111 2222,info@sjberwin.com, 020 7111 2000, http//www.sjberwin.com,421465
SKADDEN ARPS SLATE MEAGHER & FLOM (UK) LLP,HO,40 Bank StreetE14 5DS,+44 (0)20 7519 7000,operations@sra.org.uk, +44 (0)20 7519 7070, http//www.skadden.com,80014
SLATER HEELIS,HO,16 School RoadM33 7XP,0161 969 3131,intouch@slaterheelis.co.uk, 0161 973 1018, http//www.slaterheelis.co.uk,288607
SLATER HEELIS,BRN,4 Moorside RoadSK4 4DT,0161 431 9311,intouch@slaterheelis.co.uk, 0161 975 5789, http//www.slaterheelis.co.uk,312893
SLATER HEELIS,BRN,The Old Police HouseM41 9JQ,0161 748 2465,intouch@slaterheelis.co.uk, 0161 746 8524, http//www.slaterheelis.co.uk,312902
SLATER HEELIS,BRN,Dovecote HouseM33 2HG,0161 969 3131,intouch@slaterheelis.co.uk, 0161 975 3824, http//www.slaterheelis.co.uk,440903
SLAUGHTER AND MAY,HO,One Bunhill RowEC1Y 8YY,+44 (0) 20 7600 1200,operations@sra.org.uk, +44 (0) 20 7090 5000, http//www.slaughterandmay.com,55388
SMITHS-LAW LLP,HO,17 Shorts GardensWC2H 9AT,020 7395 8630,operations@sra.org.uk, 020 7395 8639,,400292
SOLOMON TAYLOR & SHAW (INC.MARSH REGAN),HO,3 Coach House YardNW3 1QF,020 7431 1912,mail@solts.co.uk, 020 7794 7485, http//www.solts.co.uk,61090
SOLOMONS LEGAL,HO,Central BoulevardB90 8AG,01564 711101,info@solomonslegal.com, 01564 711258, http//www.solomonslegal.com/,449973
SOUTH MANCHESTER SOLICITORS LIMITED,HO,Errwood HouseSK7 1BD,0845 453 4882,info@mounteney.com, 0161 439 4207, http//www.mounteney.com,472571
SOVEREIGN TRUSTEES LIMITED,HO,Sovereign HouseLS1 1HQ,0113 209 2000,operations@sra.org.uk, 0113 209 2060,,344161
SOVEREIGN TRUSTEES LIMITED,BRN,100 Barbirolli SquareM2 3AB,0161 934 6000,operations@sra.org.uk, 0161 934 6060,,344178
SPEECHLY BIRCHAM LLP,HO,6 New Street SquareEC4A 3LX,+44 (0)20 7427 6400,operations@sra.org.uk, +44 (0)20 7427 6600, http//www.speechlys.com,447094
SPENSER UNDERHILL NEWMARK LLP,HO,6 Gray's Inn SquareWC1R 5AX,0207 269 9026,operations@sra.org.uk, 0207 242 3032, http//www.sunlaw.co.uk,450431
SPRECHER GRIER HALBERSTAM LLP,HO,One America SquareEC3N 2SG,0207 264  4444,info@sghlaw.com, 0207 264 4440, http//www.sghlaw.com,347123
SPRING LAW LIMITED,HO,65 Chandos PlaceWC2N 4HG,2073954870,info@springlaw.co.uk,2073954871, http//www.springlaw.co.uk,424107
SQUIRE SANDERS & DEMPSEY,HO,Tower 42  Level 25EC2N 1HQ,+44 20 7189 8000,operations@sra.org.uk, +44 20 7189 8111, http//www.ssd.com,300459
ST ANN'S PENSION TRUSTEES LIMITED,HO,112 QuaysideNE99 1SB,0191 279 9000,law@dickinson-dees.com, 0191 279 9100, http//www.dickinson-dees.com,371391
ST ENTERTAINMENT LAW,HO,3 Glenhurst AvenueNW5 1PT,020 7504 5859,sarah@entlawint.com, 020 7504 5860, http//www.entlawint.com,518161
STEELE RAYMOND LLP,HO,Richmond PointBH2 6LR,01202 294566,mail@steeleraymond.co.uk, 01202 552285, http//www.steeleraymond.co.uk,419728
STEELES (LAW) LLP,HO,3 Norwich Business ParkNR4 6DJ,01603 598000,operations@sra.org.uk, 01603 598111, http//www.steeleslaw.co.uk,388191
STEELES (LAW) LLP,BRN,2 Mount StreetIP22 4QE,01379 652141,operations@sra.org.uk,,,388193
STEELES (LAW) LLP,BRN,21a John StreetWC1N 2BF,020 7421 1720,operations@sra.org.uk, 020 7421 1749,,388194
STEER & CO,HO,St. Brandons HouseBS1 5QT,07887 627 063,enquiries@steerandco.com, 01278 76 00 85, http//www.steerandco.com,438884
STEPHENS  SCOWN,HO,Curzon HouseEX1 1RS,01392 210700,solicitors@stephens-scown.co.uk, 01392 274010, http//www.stephens-scown.co.uk,55836
STEPHENS  SCOWN,BRN,3 Cross LanePL25 4AX,01726 74433,solicitors@stephens-scown.co.uk, 01726 68623, http//www.stephens-scown.co.uk,55838
STEPHENS  SCOWN,BRN,Osprey HouseTR1 1UT,01872 265100,solicitors@stephens-scown.co.uk, 01872 279137, http//www.stephens-scown.co.uk,203061
STEPHENSON HARWOOD,HO,1 St. Paul's ChurchyardEC4M 8SH,020 7329 4422,info@shlegal.com, 020 7329 7100, http//www.shlegal.com,55865
STEPTOE & JOHNSON,HO,99 Gresham StreetEC2V 7NG,0207 367 8000,operations@sra.org.uk, 0207 367 8001, http//www.steptoe.com,343404
STEVENS & BOLTON LLP,HO,The BillingsGU1 4YD,01483 302264,mail@stevens-bolton.co.uk, 01483 302254, http//www.stevens-bolton.co.uk,401245
STEVENSDRAKE,HO,117-119 High StreetRH10 1DD,01293 596900,info@stevensdrake.com, 01293 596971, http//www.stevensdrake.com,55896
STONE JOSEPH,HO,Basement FlatSW10 9AA,0207 854 9098,law@stonejoseph.com, 0207 854 9375, http//www.stonejoseph.com,341615
STONES SOLICITORS LLP,HO,Linacre HouseEX1 1UG,01392 666 777,mail@stones-solicitors.co.uk, 01392 666 770, http//www.stones-solicitors.co.uk,522568
STUART MALCOLM LLP,HO,The DairyOX1 5EP,01865 601 240,contact@stuartmalcolmllp.com, 01865 601241, http//www.stuartmalcolmllp.com,519546
SUMNER & TABOR,HO,Lockhart HouseHP4 1AJ,01442 872 311,admin@sumtab.co.uk, 01442 872 643, http//www.sumnertabor.co.uk,56057
SURBITONLAW LIMITED,HO,16a Isabel HouseKT6 4JL,0208 3998900,deepa.veneik@surbitonlaw.com, 0208 3998909,,445140
SURBITONLAW LLP,HO,16A Isabel HouseKT6 4JL,020 8399 8900,deepa.veneik@surbitonlaw.com,2083998909,,425645
SUSAN LAWSON LIMITED,HO,c/o ActonsNG1 5BQ,0115 9100 200,susan.lawson@actons.co.uk, 0115 9101 301, http//www.actons.co.uk,380624
T & H SECRETARIAL SERVICES LIMITED,HO,Sceptre CourtEC3N 4DX,020 7423 8000,operations@sra.org.uk,,,385810
TANDA MIGLIORINI & ASSOCIATES LLP,HO,31 Southampton RowWC1B 5HJ,0203 170 7687,operations@sra.org.uk, 0203 008 6011, http//www.tmalegal.com,514913
TARLO LYONS SECRETARIES LIMITED,HO,Watchmaker Court WestEC1M 4DB,0207 405 2000,operations@sra.org.uk, 0207 814 9421,,520138
TAVENERS,HO,21 Beach AvenueBH25 7EH,01429 629 400,taveners@btconnect.com,,,524689
TAYLOR VINTERS,HO,Merlin PlaceCB4 0DP,01223 423444,info@taylorvinters.com, 01223 423 486, http//www.taylorvinters.com,67782
TAYLOR WALTON LLP,HO,28-44 Alma StreetLU1 2PL,01582 731161,luton@taylorwalton.co.uk, 01582 457900, http//www.taylorwalton.co.uk,465571
TAYLOR WALTON LLP,BRN,T W HouseAL5 4SP,01582 765111,harpenden@taylorwalton.co.uk, 01582 769089, http//www.taylorwalton.co.uk,465611
TAYLOR WALTON LLP,BRN,10 Bricket RoadAL1 3JA,01727 845245,stalbans@taylorwalton.co.uk, 01727 464970, http//www.taylorwalton.co.uk,465615
TAYLOR WESSING LLP,HO,5 New Street SquareEC4A 3TW,020 7300 7000,london@taylorwessing.com, 020 7300 7100, http//www.taylorwessing.com,463016
TAYLOR WESSING LLP,BRN,24 Hills RoadCB2 1JP,01223 446400,operations@sra.org.uk, 01223 446 401, http//www.taylorwessing.com,463017
TAYLORS,HO,Rawlings HouseBB1 7JN,0844 8000 263,taylors@taylors.co.uk, 01254 682146, http//www.taylors.co.uk,74057
TAYLORS,BRN,Ninth FloorM2 3FX,0844 8000 263,enquiries@taylors.co.uk, 0844 8000 264, http//www.taylors.co.uk,533903
TEACHER STERN LLP,HO,37-41 Bedford RowWC1R 4JH,0207 242 3191,contact@teacherstern.com,2071978010, http//www.teacherstern.com,482952
TECHNOLOGY COMMERCIAL AND OUTSOURCING LAW LIMITED,HO,7 HomefieldBA2 0LU,07545 642724,will.hull@tcosoliciotrs.com,, http//www.tcosolicitors.com,513000
TECHNOLOGY LAW ALLIANCE LIMITED,HO,2nd FloorB1 2ND,0870 730 5551,info@tlawa.co.uk, 0870 199 1361, http//www.tlawa.co.uk,371059
TECHNOLOGY LAW ALLIANCE LIMITED,BRN,1 Ropemaker StreetEC2Y 9HT,0870 730 5552,info@tlawa.co.uk, 0870 199 1361, http//www.tlawa.co.uk,371060
THATWISE LIMITED,HO,3 Dunstall GreenGU24 8HP,01276 485 948,operations@sra.org.uk,,,497323
THE BYRNE PRACTICE,HO,10 South ParadeDN10 6JH,01302 711 211,rabyrne@tbplaw.co.uk, 01302 711 608, http//www.tbplaw.co.uk,401879
THE CONTRACTS TEAM LIMITED,HO,Touchstone TS2B37 7HG,08456 439 800,info@thecontractsteam.com, 0121 779 0973, http//www.TheContractsTeam.com,484950
THE ENDEAVOUR PARTNERSHIP LLP,HO,WestminsterTS17 6QP,01642 610300,enquiries@endeavourpartnership.com, 01642 610348, http//www.endeavourpartnership.com,366441
THE INFORMATION LAW PRACTICE,HO,Mistletoe HouseWR11 4UW,01386 793632,paula@theinformationlawpractice.com, 01386 661111, http//www.theinformationlawpractice.com,446338
THE KHAN PARTNERSHIP LLP,HO,48-49 Russell SquareWC1B 4JP,020 7612 2530,info@thekhanpartnership.com, 020 7612 2531, http//www.thekhanpartnership.com,472053
THE LAW OFFICE OF RICHARD STEPHENS,HO,11-15 Betterton StreetWC2H 9BP,+44 0207 470 8767,richard.stephens@lorsonline.com,, http//www.lorsonline.com,405527
THE LEGAL PARTNERS LIMITED,HO,Parkshot HouseTW9 2PR,0208 255 1914,richard.mullett@thelegalpartners.com,, http//www.thelegalpartners.com,402552
THE WATERHOUSE TRUSTEE COMPANY,HO,35 Vine StreetEC3N 2AA,0207 861 4000,operations@sra.org.uk,,,328080
THOMAS EGGAR LLP,HO,The Corn ExchangePO19 1GE,01243 786111,tony.edwards@thomaseggar.com, 01243 775640, http//www.thomaseggar.com,463287
THOMAS EGGAR LLP,BRN,Belmont HouseRH10 1JA,01293 742700,tony.edwards@thomaseggar.com, 01293 742999, http//www.thomaseggar.com,463288
THOMAS EGGAR LLP,BRN,76 Shoe LaneEC4A 3JB,020 7842 0000,tony.edwards@thomaseggar.com, 020 7842 3900, http//www.thomaseggar.com,463290
THOMAS EGGAR LLP,BRN,Arundel HouseBN11 1SL,01903 234411,tony.edwards@thomaseggar.com, 01903 207566, http//www.thomaseggar.com,463291
THOMAS EGGAR LLP,BRN,Newbury HouseRG14 5XR,01635 571000,tony.edwards@thomaseggar.com, 01635 523444, http//www.thomaseggar.com,471872
THOMAS EGGAR LLP,BRN,Brunel HouseSO15 2AQ,02380 831100,operations@sra.org.uk, 02380 831185, http//www.thomaseggar.com,493954
THOMAS EGGAR NOMINEES LIMITED,HO,The Corn ExchangePO19 1GE,01243 786111,tony.edwards@thomaseggar.com, 01243 775640, http//www.thomaseggar.com,466066
THOMAS EGGAR NOMINEES LIMITED,BRN,Belmont HouseRH10 1JA,01293 742700,operations@sra.org.uk, 01293 742999, http//www.thomaseggar.com,466070
THOMAS EGGAR NOMINEES LIMITED,BRN,76 Shoe LaneEC4A 3JB,020 7842 0000,operations@sra.org.uk, 020 7842 3900, http//www.thomaseggar.com,466071
THOMAS EGGAR NOMINEES LIMITED,BRN,Arundel HouseBN11 1SL,01903 234411,operations@sra.org.uk, 01903 207566, http//www.thomaseggar.com,466072
THOMAS EGGAR SECRETARIES LIMITED,HO,The Corn ExchangePO19 1GE,01243 786111,tony.edwards@thomaseggar.com, 01243 786111, http//www.thomaseggar.com,466073
THOMAS EGGAR SECRETARIES LIMITED,BRN,Belmont HouseRH10 1JA,01293 742700,operations@sra.org.uk, 01293 742999, http//www.thomaseggar.com,466089
THOMAS EGGAR SECRETARIES LIMITED,BRN,London International Press CenEC4A 3JB,020 7842 0000,operations@sra.org.uk, 020 7842 3900, http//www.thomaseggar.com,466091
THOMAS EGGAR SECRETARIES LIMITED,BRN,Arundel HouseBN11 1SL,01903 234411,operations@sra.org.uk, 01903 207566, http//www.thomaseggar.com,466095
THOMAS EGGAR SECRETARIES LIMITED,BRN,Newbury HouseRG14 5XR,01635 571000,operations@sra.org.uk,, http//www.thomaseggar.com,472696
